#logger output
VAEAKF(
  (process_x): PreProcess(
    (fc1): Linear(in_features=4, out_features=32, bias=True)
    (fc2): Linear(in_features=32, out_features=32, bias=True)
  )
  (rnn): LSTM(32, 32)
  (gauss_decoder): DBlock(
    (fc1): Linear(in_features=32, out_features=64, bias=True)
    (fc2): Linear(in_features=32, out_features=64, bias=True)
    (fc_mu): Linear(in_features=64, out_features=1, bias=True)
    (fc_logsigma): Linear(in_features=64, out_features=1, bias=True)
  )
)
make train loader successfully
epoch-round = 1-17 with loss = 606640.7500 prepare time 0.0003 forward time 0.0027, forward percent89.2295%
epoch-round = 1-18 with loss = 616219.1875 prepare time 0.0003 forward time 0.0027, forward percent89.1784%
epoch-round = 1-19 with loss = 773784.1250 prepare time 0.0003 forward time 0.0027, forward percent89.0706%
epoch-round = 1-20 with loss = 503066.7500 prepare time 0.0003 forward time 0.0026, forward percent88.8566%
epoch-round = 1-21 with loss = 602832.0000 prepare time 0.0004 forward time 0.0032, forward percent89.3204%
epoch-round = 1-22 with loss = 626114.4375 prepare time 0.0004 forward time 0.0028, forward percent88.5362%
epoch-round = 1-23 with loss = 498880.4375 prepare time 0.0003 forward time 0.0026, forward percent89.0467%
epoch-round = 1-24 with loss = 608883.6875 prepare time 0.0003 forward time 0.0026, forward percent88.9620%
epoch-round = 1-25 with loss = 712151.1875 prepare time 0.0003 forward time 0.0026, forward percent89.0704%
epoch-round = 1-26 with loss = 599033.6875 prepare time 0.0003 forward time 0.0021, forward percent88.4561%
epoch-round = 1-27 with loss = 528602.1250 prepare time 0.0004 forward time 0.0028, forward percent88.5496%
epoch-round = 1-28 with loss = 636055.8125 prepare time 0.0003 forward time 0.0028, forward percent88.9867%
epoch-round = 1-29 with loss = 574918.5625 prepare time 0.0003 forward time 0.0027, forward percent89.1782%
epoch-round = 1-30 with loss = 535164.9375 prepare time 0.0004 forward time 0.0028, forward percent88.6666%
epoch-round = 1-31 with loss = 464563.0312 prepare time 0.0003 forward time 0.0026, forward percent90.1266%
epoch = 1 with train_loss = 966545.4922
epoch-round = 2-0 with loss = 542551.7500 prepare time 0.0005 forward time 0.0028, forward percent84.8128%
epoch-round = 2-1 with loss = 421919.9062 prepare time 0.0005 forward time 0.0028, forward percent85.9506%
epoch-round = 2-2 with loss = 551250.2500 prepare time 0.0004 forward time 0.0028, forward percent86.8221%
epoch-round = 2-3 with loss = 479225.0000 prepare time 0.0004 forward time 0.0021, forward percent84.8821%
epoch-round = 2-4 with loss = 520696.0000 prepare time 0.0005 forward time 0.0028, forward percent86.0309%
epoch-round = 2-5 with loss = 564343.2500 prepare time 0.0004 forward time 0.0021, forward percent84.4993%
epoch-round = 2-6 with loss = 616061.5000 prepare time 0.0004 forward time 0.0029, forward percent87.0274%
epoch-round = 2-7 with loss = 632501.8125 prepare time 0.0005 forward time 0.0030, forward percent86.1507%
epoch-round = 2-8 with loss = 436552.6875 prepare time 0.0004 forward time 0.0026, forward percent86.0585%
epoch-round = 2-9 with loss = 553226.8750 prepare time 0.0005 forward time 0.0028, forward percent85.6732%
epoch-round = 2-10 with loss = 603750.0000 prepare time 0.0004 forward time 0.0029, forward percent86.7822%
epoch-round = 2-11 with loss = 723877.5625 prepare time 0.0004 forward time 0.0027, forward percent85.9985%
epoch-round = 2-12 with loss = 564516.0000 prepare time 0.0005 forward time 0.0028, forward percent85.8700%
epoch-round = 2-13 with loss = 577491.2500 prepare time 0.0004 forward time 0.0028, forward percent86.2366%
epoch-round = 2-14 with loss = 563816.6875 prepare time 0.0004 forward time 0.0030, forward percent87.2248%
epoch-round = 2-15 with loss = 717814.0000 prepare time 0.0004 forward time 0.0021, forward percent83.5023%
epoch-round = 2-16 with loss = 494886.7500 prepare time 0.0004 forward time 0.0029, forward percent88.8029%
epoch-round = 2-17 with loss = 746503.2500 prepare time 0.0004 forward time 0.0030, forward percent89.0326%
epoch-round = 2-18 with loss = 637815.6250 prepare time 0.0003 forward time 0.0025, forward percent88.9693%
epoch-round = 2-19 with loss = 470138.8125 prepare time 0.0003 forward time 0.0026, forward percent89.0293%
epoch-round = 2-20 with loss = 526733.5625 prepare time 0.0003 forward time 0.0029, forward percent89.5683%
epoch-round = 2-21 with loss = 595452.3125 prepare time 0.0003 forward time 0.0027, forward percent89.0345%
epoch-round = 2-22 with loss = 427429.4688 prepare time 0.0004 forward time 0.0031, forward percent89.0689%
epoch-round = 2-23 with loss = 589337.7500 prepare time 0.0003 forward time 0.0026, forward percent88.8889%
epoch-round = 2-24 with loss = 403149.4062 prepare time 0.0003 forward time 0.0026, forward percent88.7889%
