,intercept_det_v,intercept_det_vc,intercept_det_vc2,intercept_det_vc3,intercept
150,0.0011269045,-0.00365646,0.0075564,-0.0010274403,-1.3911763
151,0.0006345851,0.0027929775,-0.015957817,0.026363192,-0.49741238
152,8.870269e-06,-0.00543204,0.03158903,-0.034685243,-0.18463054
153,0.0009428606,0.0027170395,-0.017646754,0.023188407,-0.77509904
154,0.0006517188,-0.0016388046,0.0043568127,0.0030286289,-0.58016604
155,0.0001246698,0.0016213043,-0.003912556,0.0076005687,-0.3388093
156,0.00025929257,-0.0035750759,0.022783823,-0.026104623,-1.3213302
157,0.00084080116,-0.0025950605,0.005949237,0.0028583887,-0.6179733
158,0.0004523603,-0.00048514933,0.004834938,-0.0036994768,-1.1487267
159,0.001034633,-0.0030941442,0.0051601534,0.006168839,-0.64774984
160,0.00038681156,0.00024238974,0.0023820882,-0.0026576784,-1.4606402
161,0.0001473987,-0.0041576936,0.020904329,-0.014218268,-0.31795654
162,0.0010857536,-0.003017548,0.0031808896,0.008992421,-0.8467612
163,0.00029191026,-0.0011988322,0.009625263,-0.011092349,-1.4622538
164,0.00036702695,0.0038351768,-0.014793993,0.018198082,-0.90279424
165,0.00078466686,-0.003836237,0.016538773,-0.014220555,-0.74106777
166,0.00046759538,0.00079661724,-0.0047451956,0.011303561,-0.47677633
167,0.0008261205,0.0023987424,-0.014288205,0.020555582,-1.0996277
168,0.0006553354,-0.00423804,0.01559297,-0.014041013,-0.71958566
169,0.00062468485,0.0026976615,-0.015403466,0.025661048,-0.48394018
170,0.00022032512,-0.001180285,0.00862914,-0.011731365,-0.5738498
171,0.00086132396,-0.00488542,0.015173685,-0.008251711,-0.50789213
172,0.00088413,-0.0045166267,0.0183376,-0.016133118,-0.9922998
173,0.00050179,-0.0010464292,0.006647495,-0.005374943,-1.1492894
174,0.0010990694,-0.003923436,0.008818162,-0.0019277042,-1.3682001
175,0.00081151235,-0.004192171,0.013067084,-0.0061686416,-0.55680454
176,0.0011105168,-0.00325761,0.003917659,0.008440438,-0.8432846
177,0.001216729,-0.0028084572,0.00795732,-0.0045960117,-1.3870186
178,0.0006063772,-0.0020025405,0.010453822,-0.009342695,-1.0925326
179,0.0010203837,-0.0053971615,0.020768711,-0.017518913,-0.8411032
180,0.00079274597,-0.0037684117,0.016290508,-0.01401927,-0.7904643
181,0.00022570138,-0.0032583263,0.021672443,-0.02502693,-1.1592132
182,0.00063640764,-0.0041862046,0.0153799215,-0.014013892,-0.74733436
183,0.0010111394,-0.002718198,0.0037100508,0.0077916807,-0.62313545
184,0.00083803217,-0.004354502,0.017707234,-0.015187505,-0.7343735
185,0.00044102562,0.0080619175,-0.033638902,0.03927997,-1.4547058
186,0.000506047,-0.0012840428,0.008686523,-0.0091856215,-1.5126553
187,0.00019579756,0.0032940055,-0.012301612,0.019774206,-0.4187833
188,0.0009158157,-0.006222608,0.023629788,-0.02123469,-1.0945333
189,0.0005753322,-0.0057962164,0.027646136,-0.029216083,-1.4638735
190,0.00018432655,-0.0038219234,0.024073552,-0.027260797,-0.95456034
191,0.00062549394,-0.004063086,0.013854862,-0.008530165,-0.28381234
192,0.00061649835,0.0026158902,-0.014824887,0.02477816,-0.5140015
193,0.00023232854,-0.0033854307,0.022291979,-0.025533285,-1.1241976
194,0.00046799166,-0.000522197,0.004200427,-0.004067658,-1.5637083
195,0.00013542423,-0.0050430484,0.024399977,-0.016657185,-0.29200172
196,0.00107981,-0.00661208,0.026186407,-0.022470564,-0.72651994
197,0.0003456337,0.0019684345,-0.006039395,0.008690017,-0.9766526
198,0.0006951092,-0.0020819078,0.009896014,-0.008584879,-1.1203473
199,0.0012405309,-0.013820222,0.050390426,-0.039794188,-0.60612154
