,intercept_det_v,intercept_det_vc,intercept_det_vc2,intercept_det_vc3,intercept
0,0.00047652295,0.009860604,-0.042099115,0.04937456,-1.3846464
1,-2.8769595e-05,-0.0027509888,0.02042509,-0.02453082,-0.38150448
2,0.0009281241,-0.0054232976,0.01997472,-0.0164132,-1.3523599
3,0.00079561264,-0.004018314,0.012464388,-0.0056042257,-0.5515848
4,0.0010103965,-0.002735463,0.0038423832,0.007582199,-0.6468729
5,0.00036618192,0.0028519453,-0.010429459,0.013701004,-0.9496288
6,0.0005184938,-0.003016515,0.012237901,-0.011012883,-0.653225
7,0.0002284009,-0.0031671217,0.021238554,-0.024575472,-1.16825
8,0.00013133953,-1.3813871e-05,0.004382139,-0.007661759,-0.53082454
9,0.00035337603,0.0019162286,-0.0057152365,0.008292472,-1.0127727
10,0.00088159955,-0.0027389233,0.005950482,0.0036772212,-0.5922666
11,0.0005184938,-0.003016515,0.012237901,-0.011012883,-0.653225
12,0.00034554108,0.0041027805,-0.01573817,0.018968612,-0.92922765
13,0.00021138709,-0.002775768,0.01963704,-0.022706825,-1.0676417
14,0.0012138663,0.003422119,-0.025562756,0.031253386,-1.1391988
15,0.0005572575,0.0015359105,-0.008988577,0.016899453,-0.5375856
16,0.0010045923,-0.0073723365,0.023354042,-0.020148914,-0.6313526
17,0.0011576808,-0.01263961,0.04822778,-0.04134849,-0.9411528
18,0.00044091654,-0.00021721271,0.0038297186,-0.0026592345,-1.1662228
19,0.00077279925,-0.0007552084,-0.00068195484,0.0074993945,-0.96942204
20,0.00016263206,0.000560392,-0.00025758296,0.004044958,-0.18148272
21,-1.5908718e-05,-0.007305646,0.04114127,-0.04534301,-0.19260544
22,0.00047660136,0.0010878954,-0.004015078,0.005335758,-1.4686037
23,0.00036282054,0.002366891,-0.008289101,0.011530323,-0.92868954
24,0.0010097813,-0.0016748662,0.00054916803,0.00580275,-1.3090386
25,0.0010817175,-0.0024583135,0.0004430968,0.012913836,-0.67226076
26,0.0011709337,0.0053738174,-0.0338415,0.03949945,-1.127606
27,0.0004439901,0.0044382745,-0.018723855,0.023966791,-1.2149346
28,0.0010344322,-0.0031064155,0.0052207275,0.0061093518,-0.6427549
29,0.00049872673,0.0130113745,-0.05671712,0.066425994,-1.1338192
30,0.00014063991,-0.0043347282,0.021536369,-0.0145414695,-0.30803543
31,0.0012563235,-0.013964265,0.050767906,-0.0400863,-0.60200137
32,0.00061998755,-0.0026486062,0.011770381,-0.009936808,-1.0242316
33,0.0004568631,-0.0026933125,0.013104241,-0.01484258,-0.8292639
34,0.00036672346,0.0017761373,-0.004932261,0.0072178924,-1.1026223
35,0.00056195667,-0.0012651494,0.0062950947,-0.0053725517,-1.2923905
36,0.0009954349,-0.001334614,-0.0032946626,0.016461268,-0.6330016
37,0.0013452529,-0.012549138,0.042363495,-0.02948295,-0.47702327
38,0.0008103374,0.003483389,-0.019264225,0.02613923,-0.9004462
39,0.00097567134,-0.0074883914,0.026217211,-0.023369614,-0.73878205
40,0.0012766268,-0.014169273,0.05155389,-0.041291237,-0.66541374
41,0.00042217478,0.0047760303,-0.020190591,0.025777081,-1.1353331
42,0.0005452906,-0.00045061728,0.0025903478,-0.0019734777,-1.589116
43,0.0012648427,-0.013976238,0.050329436,-0.039102044,-0.5389413
44,0.00013821764,-0.00494806,0.024183095,-0.016719628,-0.31097
45,0.0008486575,-0.006355841,0.02391512,-0.021513125,-0.82354945
46,0.00041034445,0.004998685,-0.021079808,0.02683554,-1.1115936
47,9.554661e-06,-0.004882839,0.029076707,-0.031969327,-0.17796671
48,0.0016294133,-0.016384305,0.06133741,-0.059273724,-1.5571187
49,0.0011881617,-0.010124081,0.038166646,-0.032456856,-1.1564063
50,0.000101954545,0.0016766666,-0.0040653814,0.007660102,-0.2797801
51,0.00020787599,-0.0033176811,0.02227573,-0.025695305,-1.2589815
52,0.001084227,-0.0056616957,0.020717453,-0.017792268,-1.3970699
53,0.0011628742,-0.012603629,0.04792166,-0.041050103,-0.9445751
54,0.00030233455,0.0064710877,-0.026400408,0.033866238,-0.57287294
55,0.000827801,0.0024665678,-0.014610027,0.020936249,-1.0852213
56,0.0011722005,0.006118287,-0.036789417,0.042348765,-1.1778696
57,0.0011097845,-0.0037271788,0.007849008,-0.000876884,-1.3655393
58,0.0004558987,0.018795244,-0.082068115,0.08983331,-0.6972598
59,0.0005504717,-0.00021952606,0.0013479039,-0.0002622745,-1.4808472
60,0.00091065565,-0.0038553458,0.014815059,-0.012096507,-0.92945844
61,0.0004302602,3.524951e-05,0.0029175112,-0.0016821105,-1.1585317
62,4.6972236e-05,0.0023844182,-0.006281862,0.009808605,-0.28110203
63,0.00066513673,0.0037479491,-0.020808619,0.03239203,-0.46979666
64,0.00075542065,-0.0034300867,0.010500111,-0.0036072338,-0.5516358
65,0.00044165755,-0.000206678,0.003792228,-0.002626844,-1.1737883
66,0.0002896024,-0.0011209401,0.009383871,-0.010866684,-1.4542228
67,-3.840446e-05,-0.00083144696,0.010950643,-0.014804439,-0.3684262
68,0.00026444392,-0.0036305767,0.023050677,-0.026386874,-1.3246922
69,0.00081207976,-0.0049295793,0.019200483,-0.01681352,-1.0007267
70,0.0009898393,-0.0012549331,-0.0036234644,0.016741443,-0.63822585
71,-3.3670894e-05,-0.00095348514,0.011392252,-0.015237096,-0.35441744
72,0.00037747892,0.0037816926,-0.014636018,0.018107511,-0.91444695
73,0.0008410716,0.0013740298,-0.010009526,0.015830932,-1.1827983
74,0.00065877556,0.004816592,-0.022861175,0.029054789,-0.83663327
75,9.079797e-06,-0.0057094656,0.032963503,-0.036191795,-0.19262525
76,0.0006778858,-0.0027565013,0.013694129,-0.013550483,-1.3113986
77,0.00066710805,-0.004716411,0.016955689,-0.015366381,-0.6752909
78,0.0012412518,-0.013823748,0.05039909,-0.039810427,-0.6084755
79,0.00031354415,-0.004077259,0.024502205,-0.027795345,-1.3756102
80,0.0007804929,-0.005385912,0.02024947,-0.017895013,-0.8149126
81,0.001281019,-0.013448088,0.048711155,-0.038764622,-0.7211015
82,0.00046716788,-0.0005040847,0.0046634576,-0.004554793,-1.3918967
83,0.00072302547,-0.0026003132,0.0075819804,-0.00033714782,-0.6081535
84,0.00091196,-0.0003060152,-0.0037221126,0.009709197,-1.2276267
85,0.00037615845,-0.0017202877,0.010989474,-0.012247224,-1.4937357
86,0.0002881079,-0.0010429594,0.009107772,-0.010607967,-1.4640542
87,0.0009002147,-7.118567e-05,-0.0030818295,0.007523734,-0.8594235
88,-7.729198e-06,0.001560438,-0.0011503601,-0.0023863937,-0.4869101
89,-0.00010665465,0.0030711712,-0.007868132,0.010594449,-0.09960659
90,0.0006866644,-0.002182281,0.010809961,-0.010104789,-1.2757678
91,0.00018051291,-0.0032016379,0.021324094,-0.024580073,-1.0105647
92,0.00043046556,-2.2635795e-05,0.0031394744,-0.0019657118,-1.1721205
93,0.00041200258,-0.00014246482,0.0039014907,-0.004264878,-1.4698826
94,0.001046179,-0.006439537,0.026242347,-0.023036096,-0.89143157
95,0.00013146868,-0.0048142206,0.02916093,-0.03266484,-0.83392
96,0.0010105942,-0.0027074371,0.0036883585,0.007781586,-0.63007617
97,0.00020303305,0.002285413,-0.007690607,0.015276211,-0.40543446
98,0.00018131104,0.0017551751,-0.005290525,0.012234543,-0.39776677
99,0.00022559412,0.0007052035,-0.0010836689,0.0050975294,-0.4116007
100,0.000776517,-0.0013324526,0.002154366,0.0037950845,-1.0765114
101,0.0003825571,0.0032578215,-0.012380723,0.015788145,-0.9891476
102,0.0005623726,0.012482207,-0.055641163,0.06625711,-1.0202937
103,0.00023138769,-0.00056288287,0.005641319,-0.008510804,-0.582587
104,0.0003439619,0.0019404446,-0.005770272,0.008308983,-0.989622
105,0.0012135922,0.0023949693,-0.020996148,0.026610026,-1.1386682
106,0.00034528485,0.004166753,-0.01606573,0.019364206,-0.91816604
107,0.0011047276,-0.0032315766,0.003715465,0.008618953,-0.8248786
108,0.0004392987,0.005148269,-0.021171603,0.025806554,-1.3721068
109,0.0008278779,-0.0038501974,0.015903104,-0.0139074335,-1.056414
110,0.0005705263,-0.0015586605,0.008991511,-0.009048143,-1.539661
111,0.00040316046,0.00084864756,-0.00040138388,0.0017904015,-1.2177538
112,0.0009231477,-0.006742062,0.02520419,-0.022694701,-0.99009687
113,0.0009797345,-0.0011960678,-0.0038992553,0.017408177,-0.5150618
114,0.0006543487,0.0071126847,-0.034052048,0.046040524,-0.7060798
115,0.0010639263,-0.0034723678,0.0113528315,-0.006941455,-0.85285944
116,0.0006892511,0.005923917,-0.028140713,0.03522068,-0.7315565
117,0.00044840664,0.0219581,-0.09588866,0.103748515,-0.62474406
118,0.0013526927,-0.011826208,0.038957343,-0.025914388,-0.49692392
119,0.0005514605,-0.001188135,0.0061314413,-0.0052464628,-1.294898
120,0.0003797217,-0.0027188968,0.015452676,-0.016928462,-1.445106
121,0.001016189,-0.0076128296,0.023894183,-0.020603174,-0.5687213
122,0.0010202957,-0.005428853,0.020869575,-0.017681705,-0.8512451
123,0.0010639263,-0.0034723678,0.0113528315,-0.006941455,-0.85285944
124,4.7462916e-05,-0.0044799363,0.02763582,-0.03120091,-0.5982964
125,0.00114088,-0.004740008,0.011773424,-0.00481571,-1.3963912
126,0.0008821885,-0.0029634838,0.0069197826,0.0023876585,-0.5818772
127,0.0008876013,-0.005788485,0.022001516,-0.019517088,-1.0356424
128,0.0010791168,-0.0067102895,0.026588373,-0.022944577,-0.71888506
129,0.000995748,-0.0065323757,0.024148492,-0.020546537,-1.3322502
130,0.00041184615,-0.00015550322,0.003981108,-0.004355091,-1.4674159
131,-3.5523644e-05,-0.0007937355,0.010611723,-0.014438137,-0.36080718
132,0.00042437183,0.00011549323,-0.0010092257,0.006494523,-0.5243287
133,0.0011353141,-0.00487992,0.010918886,-0.0002939136,-1.0196266
134,0.0008607948,-0.0061133187,0.022099674,-0.019468969,-0.7745482
135,0.0009366504,-0.0064168028,0.024228906,-0.021801095,-1.1539464
136,0.00045758535,0.0011414572,-0.00605482,0.012753353,-0.493169
137,0.00053653494,-0.0011641813,0.006915392,-0.0068462077,-1.5037208
138,0.0001806292,-0.0025558432,0.019027589,-0.022288613,-1.211848
139,0.0009066402,-0.006157114,0.023359353,-0.02091078,-1.0489061
140,0.0012245011,-0.012184518,0.048467435,-0.04850701,-1.7169435
141,0.0007651148,-0.0027517322,0.011814004,-0.010061405,-1.0709598
142,0.0010698951,-0.008170479,0.025386097,-0.021969358,-0.5419557
143,0.0008540165,0.0012995033,-0.009893921,0.015826972,-1.1701052
144,0.0010127394,-0.0075037125,0.02391045,-0.020801645,-0.6644732
145,0.001294314,-0.007630797,0.020397298,-0.0054207705,-0.40112057
146,0.00069491763,-0.0036079464,0.01709163,-0.017362807,-1.3351717
147,0.0010824399,-0.002465476,0.00048252655,0.012862736,-0.6764997
148,0.00038471812,-9.311887e-05,0.0039746775,-0.004515293,-1.4564446
149,0.00044110022,0.005257599,-0.021691525,0.026070083,-0.9305531
